"","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","AFFGEOID","GEOID","NAME","LSAD","ALAND","AWATER","NAME.1","state","county","tract","blockgroup","Household.Income..Total.","Household.Income..Less.than..10.000","Household.Income...10.000.to..14.999","Household.Income...15.000.to..19.999","Household.Income...20.000.to..24.999","Household.Income...25.000.to..29.999","Household.Income...30.000.to..34.999","Household.Income...35.000.to..39.999","Household.Income...40.000.to..44.999","Household.Income...45.000.to..49.999","Household.Income...50.000.to..59.999","Household.Income...60.000.to..74.999","Household.Income...75.000.to..99.999","Household.Income...100.000.to..124.999","Household.Income...125.000.to..149.999","Household.Income...150.000.to..199.999","Household.Income...200.000.or.more","GEOID.1","percent","ID"
"532","25","025","090100","5","1500000US250250901005","250250901005","5","BG",74172,0,"Block Group 5, Census Tract 901, Suffolk County, Massachusetts",25,25,90100,"5",284,16,11,0,38,0,65,0,0,0,44,34,19,30,0,27,0,"250250901005",0.0563380281690141,"3836"
"533","25","025","051200","1","1500000US250250512001","250250512001","1","BG",233928,493577,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",25,25,51200,"1",8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,"250250512001",0,"3840"
"534","25","025","110607","3","1500000US250251106073","250251106073","3","BG",410794,0,"Block Group 3, Census Tract 1106.07, Suffolk County, Massachusetts",25,25,110607,"3",645,18,0,28,0,29,11,0,8,12,23,101,63,90,82,98,82,"250251106073",0.027906976744186,"3845"
"535","25","025","140107","1","1500000US250251401071","250251401071","1","BG",492633,0,"Block Group 1, Census Tract 1401.07, Suffolk County, Massachusetts",25,25,140107,"1",717,61,63,10,57,54,4,3,24,104,39,29,58,71,52,68,20,"250251401071",0.0850767085076709,"3860"
"536","25","025","091100","2","1500000US250250911002","250250911002","2","BG",99684,0,"Block Group 2, Census Tract 911, Suffolk County, Massachusetts",25,25,91100,"2",344,33,0,35,11,0,0,0,47,12,42,21,16,41,40,22,24,"250250911002",0.0959302325581395,"3879"
"537","25","025","092000","2","1500000US250250920002","250250920002","2","BG",180677,0,"Block Group 2, Census Tract 920, Suffolk County, Massachusetts",25,25,92000,"2",495,31,14,56,34,43,15,31,0,15,15,95,125,14,0,7,0,"250250920002",0.0626262626262626,"3883"
"538","25","025","160101","2","1500000US250251601012","250251601012","2","BG",110817,0,"Block Group 2, Census Tract 1601.01, Suffolk County, Massachusetts",25,25,160101,"2",499,38,55,40,36,0,98,0,0,0,24,44,34,73,44,13,0,"250251601012",0.0761523046092184,"3893"
"539","25","025","080601","3","1500000US250250806013","250250806013","3","BG",115884,0,"Block Group 3, Census Tract 806.01, Suffolk County, Massachusetts",25,25,80601,"3",245,84,25,36,15,0,0,19,4,24,38,0,0,0,0,0,0,"250250806013",0.342857142857143,"3909"
"540","25","025","000601","2","1500000US250250006012","250250006012","2","BG",174859,0,"Block Group 2, Census Tract 6.01, Suffolk County, Massachusetts",25,25,601,"2",540,65,0,10,54,19,13,0,27,34,9,73,41,47,7,111,30,"250250006012",0.12037037037037,"3927"
"541","25","025","120301","1","1500000US250251203011","250251203011","1","BG",141686,0,"Block Group 1, Census Tract 1203.01, Suffolk County, Massachusetts",25,25,120301,"1",364,53,0,29,0,0,3,12,11,0,49,30,63,14,23,27,50,"250251203011",0.145604395604396,"3929"
"542","25","025","000402","1","1500000US250250004021","250250004021","1","BG",162121,0,"Block Group 1, Census Tract 4.02, Suffolk County, Massachusetts",25,25,402,"1",523,70,15,8,58,58,0,52,41,14,10,52,33,20,17,54,21,"250250004021",0.133843212237094,"3938"
"543","25","025","082000","1","1500000US250250820001","250250820001","1","BG",164290,0,"Block Group 1, Census Tract 820, Suffolk County, Massachusetts",25,25,82000,"1",443,117,30,48,11,12,0,9,49,0,80,0,11,28,31,7,10,"250250820001",0.26410835214447,"3942"
"544","25","025","020200","3","1500000US250250202003","250250202003","3","BG",57107,0,"Block Group 3, Census Tract 202, Suffolk County, Massachusetts",25,25,20200,"3",742,51,0,14,14,0,14,82,14,0,32,159,186,50,13,12,101,"250250202003",0.068733153638814,"3943"
"545","25","025","130100","5","1500000US250251301005","250251301005","5","BG",188380,0,"Block Group 5, Census Tract 1301, Suffolk County, Massachusetts",25,25,130100,"5",316,12,0,28,0,11,21,0,0,0,10,52,45,41,23,35,38,"250251301005",0.0379746835443038,"3958"
"546","25","025","051200","3","1500000US250250512003","250250512003","3","BG",73739,0,"Block Group 3, Census Tract 512, Suffolk County, Massachusetts",25,25,51200,"3",347,18,0,9,0,23,17,21,7,46,0,61,69,32,26,8,10,"250250512003",0.0518731988472622,"3986"
"547","25","025","091700","1","1500000US250250917001","250250917001","1","BG",156693,0,"Block Group 1, Census Tract 917, Suffolk County, Massachusetts",25,25,91700,"1",412,30,33,4,5,20,29,0,24,56,25,51,120,0,5,5,5,"250250917001",0.0728155339805825,"3994"
"548","25","025","070300","4","1500000US250250703004","250250703004","4","BG",75791,0,"Block Group 4, Census Tract 703, Suffolk County, Massachusetts",25,25,70300,"4",728,12,0,0,53,0,0,20,0,45,14,26,23,93,87,118,237,"250250703004",0.0164835164835165,"3995"
"549","25","025","070600","2","1500000US250250706002","250250706002","2","BG",67773,0,"Block Group 2, Census Tract 706, Suffolk County, Massachusetts",25,25,70600,"2",640,13,0,9,0,8,22,0,32,9,100,22,81,155,50,15,124,"250250706002",0.0203125,"3996"
"550","25","025","170502","2","1500000US250251705022","250251705022","2","BG",695187,934083,"Block Group 2, Census Tract 1705.02, Suffolk County, Massachusetts",25,25,170502,"2",854,96,41,102,47,26,146,15,61,9,90,46,63,68,12,24,8,"250251705022",0.112412177985948,"4005"
"551","25","025","180101","3","1500000US250251801013","250251801013","3","BG",661878,111387,"Block Group 3, Census Tract 1801.01, Suffolk County, Massachusetts",25,25,180101,"3",1064,164,124,60,56,38,0,93,84,48,40,43,97,16,74,91,36,"250251801013",0.154135338345865,"4006"
"552","25","025","090200","1","1500000US250250902001","250250902001","1","BG",72044,0,"Block Group 1, Census Tract 902, Suffolk County, Massachusetts",25,25,90200,"1",270,47,13,36,61,0,7,40,0,42,0,0,24,0,0,0,0,"250250902001",0.174074074074074,"4034"
"553","25","025","070200","3","1500000US250250702003","250250702003","3","BG",144031,0,"Block Group 3, Census Tract 702, Suffolk County, Massachusetts",25,25,70200,"3",603,215,124,36,7,12,30,32,0,0,6,67,19,32,0,0,23,"250250702003",0.356550580431177,"4073"
"554","25","025","100900","1","1500000US250251009001","250251009001","1","BG",166364,0,"Block Group 1, Census Tract 1009, Suffolk County, Massachusetts",25,25,100900,"1",351,0,24,15,74,0,59,0,34,26,38,20,24,10,27,0,0,"250251009001",0,"4108"
"555","25","025","000201","1","1500000US250250002011","250250002011","1","BG",240994,0,"Block Group 1, Census Tract 2.01, Suffolk County, Massachusetts",25,25,201,"1",281,10,0,0,0,0,18,12,0,0,28,57,31,9,52,49,15,"250250002011",0.0355871886120996,"4116"
"556","25","025","981000","1","1500000US250259810001","250259810001","1","BG",1126315,4752,"Block Group 1, Census Tract 9810, Suffolk County, Massachusetts",25,25,981000,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250259810001",NA,"4118"
"557","25","025","120500","3","1500000US250251205003","250251205003","3","BG",53267,0,"Block Group 3, Census Tract 1205, Suffolk County, Massachusetts",25,25,120500,"3",204,15,32,5,0,0,0,8,0,38,22,13,55,11,5,0,0,"250251205003",0.0735294117647059,"4179"
"558","25","025","070800","1","1500000US250250708001","250250708001","1","BG",66569,0,"Block Group 1, Census Tract 708, Suffolk County, Massachusetts",25,25,70800,"1",983,198,64,0,0,0,0,80,73,20,27,100,162,80,86,55,38,"250250708001",0.201424211597152,"4205"
"559","25","025","081001","1","1500000US250250810011","250250810011","1","BG",275976,0,"Block Group 1, Census Tract 810.01, Suffolk County, Massachusetts",25,25,81001,"1",220,13,40,17,19,7,16,14,12,0,15,32,0,12,9,0,14,"250250810011",0.0590909090909091,"4206"
"560","25","025","081200","2","1500000US250250812002","250250812002","2","BG",129455,0,"Block Group 2, Census Tract 812, Suffolk County, Massachusetts",25,25,81200,"2",390,23,0,10,0,16,0,37,19,0,37,16,62,61,74,35,0,"250250812002",0.058974358974359,"4207"
"561","25","025","092101","1","1500000US250250921011","250250921011","1","BG",180145,0,"Block Group 1, Census Tract 921.01, Suffolk County, Massachusetts",25,25,92101,"1",493,18,0,0,0,14,18,39,9,57,32,30,49,60,68,53,46,"250250921011",0.0365111561866126,"4209"
"562","25","025","100100","3","1500000US250251001003","250251001003","3","BG",129565,0,"Block Group 3, Census Tract 1001, Suffolk County, Massachusetts",25,25,100100,"3",252,25,0,7,0,0,24,9,14,20,24,19,40,0,8,34,28,"250251001003",0.0992063492063492,"4210"
"563","25","025","000100","2","1500000US250250001002","250250001002","2","BG",140416,0,"Block Group 2, Census Tract 1, Suffolk County, Massachusetts",25,25,100,"2",509,72,6,11,29,0,50,88,14,0,58,62,31,54,23,7,4,"250250001002",0.141453831041257,"4211"
"564","25","025","100800","5","1500000US250251008005","250251008005","5","BG",401130,0,"Block Group 5, Census Tract 1008, Suffolk County, Massachusetts",25,25,100800,"5",392,117,63,47,0,0,18,0,0,13,14,51,24,0,20,10,15,"250251008005",0.298469387755102,"4213"
"565","25","025","101002","1","1500000US250251010021","250251010021","1","BG",192896,0,"Block Group 1, Census Tract 1010.02, Suffolk County, Massachusetts",25,25,101002,"1",258,14,13,90,0,0,36,16,14,0,0,0,0,75,0,0,0,"250251010021",0.0542635658914729,"4214"
"566","25","025","101101","2","1500000US250251011012","250251011012","2","BG",142068,0,"Block Group 2, Census Tract 1011.01, Suffolk County, Massachusetts",25,25,101101,"2",179,9,0,0,23,9,0,11,0,17,11,32,39,5,0,23,0,"250251011012",0.0502793296089385,"4215"
"567","25","025","110403","1","1500000US250251104031","250251104031","1","BG",158281,7697,"Block Group 1, Census Tract 1104.03, Suffolk County, Massachusetts",25,25,110403,"1",453,51,53,0,76,0,15,14,32,0,23,78,53,37,0,0,21,"250251104031",0.112582781456954,"4216"
"568","25","025","180500","1","1500000US250251805001","250251805001","1","BG",149389,241875,"Block Group 1, Census Tract 1805, Suffolk County, Massachusetts",25,25,180500,"1",573,66,42,33,0,0,0,0,60,46,89,35,48,26,52,49,27,"250251805001",0.115183246073298,"4217"
"569","25","025","110103","3","1500000US250251101033","250251101033","3","BG",232719,0,"Block Group 3, Census Tract 1101.03, Suffolk County, Massachusetts",25,25,110103,"3",227,51,47,0,0,0,0,0,0,0,25,50,6,17,24,7,0,"250251101033",0.224669603524229,"4218"
"570","25","025","140300","5","1500000US250251403005","250251403005","5","BG",243243,9786,"Block Group 5, Census Tract 1403, Suffolk County, Massachusetts",25,25,140300,"5",318,37,13,12,0,0,12,12,13,39,0,70,46,26,24,14,0,"250251403005",0.116352201257862,"4222"
"571","25","025","160400","1","1500000US250251604001","250251604001","1","BG",1145260,3542,"Block Group 1, Census Tract 1604, Suffolk County, Massachusetts",25,25,160400,"1",271,21,32,25,18,36,49,0,31,4,12,9,6,18,4,0,6,"250251604001",0.0774907749077491,"4223"
"572","25","025","170300","7","1500000US250251703007","250251703007","7","BG",128418,0,"Block Group 7, Census Tract 1703, Suffolk County, Massachusetts",25,25,170300,"7",163,0,0,0,22,11,21,16,9,0,0,41,20,23,0,0,0,"250251703007",0,"4224"
"573","25","025","070101","8","1500000US250250701018","250250701018","8","BG",304930,0,"Block Group 8, Census Tract 701.01, Suffolk County, Massachusetts",25,25,70101,"8",184,0,0,0,0,0,0,67,0,0,0,17,0,14,0,0,86,"250250701018",0,"4251"
"574","25","025","100500","3","1500000US250251005003","250251005003","3","BG",136245,0,"Block Group 3, Census Tract 1005, Suffolk County, Massachusetts",25,25,100500,"3",441,27,0,0,87,37,0,0,13,0,71,53,56,52,0,0,45,"250251005003",0.0612244897959184,"4279"
"575","25","025","051000","2","1500000US250250510002","250250510002","2","BG",576853,210155,"Block Group 2, Census Tract 510, Suffolk County, Massachusetts",25,25,51000,"2",388,68,80,22,23,17,24,6,33,9,0,34,63,0,0,9,0,"250250510002",0.175257731958763,"4304"
"576","25","025","100800","3","1500000US250251008003","250251008003","3","BG",136800,0,"Block Group 3, Census Tract 1008, Suffolk County, Massachusetts",25,25,100800,"3",540,57,0,0,56,54,13,5,0,7,92,0,80,117,13,0,46,"250251008003",0.105555555555556,"4307"
"577","25","025","170601","3","1500000US250251706013","250251706013","3","BG",225123,0,"Block Group 3, Census Tract 1706.01, Suffolk County, Massachusetts",25,25,170601,"3",472,7,60,22,69,31,22,9,47,37,16,29,85,8,8,0,22,"250251706013",0.0148305084745763,"4334"
"578","25","025","140400","1","1500000US250251404001","250251404001","1","BG",74467,0,"Block Group 1, Census Tract 1404, Suffolk County, Massachusetts",25,25,140400,"1",331,76,17,37,17,33,0,0,19,47,0,17,57,11,0,0,0,"250251404001",0.229607250755287,"4352"
"579","25","025","170100","1","1500000US250251701001","250251701001","1","BG",275235,1955,"Block Group 1, Census Tract 1701, Suffolk County, Massachusetts",25,25,170100,"1",633,157,15,13,60,54,19,14,90,11,47,27,45,43,0,38,0,"250251701001",0.248025276461295,"4361"
"580","25","025","000503","2","1500000US250250005032","250250005032","2","BG",75711,0,"Block Group 2, Census Tract 5.03, Suffolk County, Massachusetts",25,25,503,"2",798,137,32,13,43,17,56,0,12,78,55,68,142,72,46,27,0,"250250005032",0.171679197994987,"4397"
"581","25","025","000802","4","1500000US250250008024","250250008024","4","BG",319744,0,"Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts",25,25,802,"4",686,19,19,69,36,37,0,99,7,68,119,21,46,58,54,22,12,"250250008024",0.0276967930029155,"4398"
"582","25","025","180301","1","1500000US250251803011","250251803011","1","BG",139447,0,"Block Group 1, Census Tract 1803.01, Suffolk County, Massachusetts",25,25,180301,"1",273,15,20,0,7,0,0,8,19,43,8,46,9,27,25,31,15,"250251803011",0.0549450549450549,"4399"
"583","25","025","091900","3","1500000US250250919003","250250919003","3","BG",171800,0,"Block Group 3, Census Tract 919, Suffolk County, Massachusetts",25,25,91900,"3",439,83,38,16,10,47,10,16,10,26,30,53,50,21,19,0,10,"250250919003",0.189066059225513,"4402"
"584","25","025","091300","1","1500000US250250913001","250250913001","1","BG",105273,0,"Block Group 1, Census Tract 913, Suffolk County, Massachusetts",25,25,91300,"1",381,50,27,25,24,9,30,27,0,20,40,24,26,45,22,5,7,"250250913001",0.131233595800525,"4410"
"585","25","025","170400","3","1500000US250251704003","250251704003","3","BG",184117,0,"Block Group 3, Census Tract 1704, Suffolk County, Massachusetts",25,25,170400,"3",292,17,32,29,39,13,0,0,24,0,0,63,19,12,36,8,0,"250251704003",0.0582191780821918,"4411"
"586","25","025","081800","3","1500000US250250818003","250250818003","3","BG",136699,0,"Block Group 3, Census Tract 818, Suffolk County, Massachusetts",25,25,81800,"3",387,54,39,0,0,23,48,0,12,7,48,78,22,26,0,30,0,"250250818003",0.13953488372093,"4412"
"587","25","025","000601","1","1500000US250250006011","250250006011","1","BG",144820,0,"Block Group 1, Census Tract 6.01, Suffolk County, Massachusetts",25,25,601,"1",166,35,0,15,24,0,7,0,0,5,22,10,15,30,0,3,0,"250250006011",0.210843373493976,"4414"
"588","25","025","981100","1","1500000US250259811001","250259811001","1","BG",693385,6220,"Block Group 1, Census Tract 9811, Suffolk County, Massachusetts",25,25,981100,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250259811001",NA,"4421"
"589","25","025","050101","3","1500000US250250501013","250250501013","3","BG",75212,0,"Block Group 3, Census Tract 501.01, Suffolk County, Massachusetts",25,25,50101,"3",603,0,18,42,55,30,9,25,8,52,50,64,158,43,27,16,6,"250250501013",0,"4434"
"590","25","025","060101","3","1500000US250250601013","250250601013","3","BG",80162,0,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",25,25,60101,"3",440,17,18,0,27,22,46,0,0,10,41,41,83,50,0,46,39,"250250601013",0.0386363636363636,"4435"
"591","25","025","061000","1","1500000US250250610001","250250610001","1","BG",65215,0,"Block Group 1, Census Tract 610, Suffolk County, Massachusetts",25,25,61000,"1",482,0,0,0,5,56,24,0,55,10,77,48,41,58,80,22,6,"250250610001",0,"4436"
"592","25","025","070200","2","1500000US250250702002","250250702002","2","BG",30940,0,"Block Group 2, Census Tract 702, Suffolk County, Massachusetts",25,25,70200,"2",538,87,47,68,37,0,52,44,49,23,84,0,34,0,13,0,0,"250250702002",0.161710037174721,"4437"
"593","25","025","080500","1","1500000US250250805001","250250805001","1","BG",105890,0,"Block Group 1, Census Tract 805, Suffolk County, Massachusetts",25,25,80500,"1",419,42,84,39,53,40,0,55,34,10,0,20,0,36,0,0,6,"250250805001",0.100238663484487,"4438"
"594","25","025","081100","1","1500000US250250811001","250250811001","1","BG",255803,0,"Block Group 1, Census Tract 811, Suffolk County, Massachusetts",25,25,81100,"1",515,128,50,18,0,38,24,14,15,22,0,27,34,71,60,7,7,"250250811001",0.248543689320388,"4439"
"595","25","025","110601","1","1500000US250251106011","250251106011","1","BG",1104029,8282,"Block Group 1, Census Tract 1106.01, Suffolk County, Massachusetts",25,25,110601,"1",761,29,35,24,9,57,31,0,42,19,36,66,105,108,7,101,92,"250251106011",0.038107752956636,"4488"
"596","25","025","130100","3","1500000US250251301003","250251301003","3","BG",773848,0,"Block Group 3, Census Tract 1301, Suffolk County, Massachusetts",25,25,130100,"3",359,0,43,11,0,0,0,11,10,0,0,66,80,20,11,94,13,"250251301003",0,"4489"
"597","25","025","130402","4","1500000US250251304024","250251304024","4","BG",275730,0,"Block Group 4, Census Tract 1304.02, Suffolk County, Massachusetts",25,25,130402,"4",391,16,17,0,0,14,0,18,0,20,45,14,103,32,22,71,19,"250251304024",0.040920716112532,"4490"
"598","25","025","160101","5","1500000US250251601015","250251601015","5","BG",75850,0,"Block Group 5, Census Tract 1601.01, Suffolk County, Massachusetts",25,25,160101,"5",261,0,83,46,24,17,0,0,0,0,0,24,67,0,0,0,0,"250251601015",0,"4491"
"599","25","025","160502","1","1500000US250251605021","250251605021","1","BG",462593,0,"Block Group 1, Census Tract 1605.02, Suffolk County, Massachusetts",25,25,160502,"1",568,0,16,0,30,55,30,7,21,5,10,112,143,74,0,42,23,"250251605021",0,"4492"
"600","25","025","040401","1","1500000US250250404011","250250404011","1","BG",121186,0,"Block Group 1, Census Tract 404.01, Suffolk County, Massachusetts",25,25,40401,"1",722,58,23,33,74,21,48,9,9,24,73,78,91,69,14,35,63,"250250404011",0.0803324099722992,"4493"
"601","25","025","090400","1","1500000US250250904001","250250904001","1","BG",108218,0,"Block Group 1, Census Tract 904, Suffolk County, Massachusetts",25,25,90400,"1",156,39,11,0,0,0,24,15,0,0,18,22,13,9,0,5,0,"250250904001",0.25,"4504"
"602","25","025","081900","3","1500000US250250819003","250250819003","3","BG",102648,0,"Block Group 3, Census Tract 819, Suffolk County, Massachusetts",25,25,81900,"3",228,90,24,0,0,0,0,0,0,38,0,27,11,38,0,0,0,"250250819003",0.394736842105263,"4540"
"603","25","025","091100","4","1500000US250250911004","250250911004","4","BG",70845,0,"Block Group 4, Census Tract 911, Suffolk County, Massachusetts",25,25,91100,"4",222,18,0,14,25,0,0,0,8,35,0,14,34,35,23,0,16,"250250911004",0.0810810810810811,"4541"
"604","25","025","091900","2","1500000US250250919002","250250919002","2","BG",99935,0,"Block Group 2, Census Tract 919, Suffolk County, Massachusetts",25,25,91900,"2",284,66,23,51,0,18,10,7,0,0,16,35,0,39,10,0,9,"250250919002",0.232394366197183,"4542"
"605","25","025","092300","2","1500000US250250923002","250250923002","2","BG",78411,0,"Block Group 2, Census Tract 923, Suffolk County, Massachusetts",25,25,92300,"2",191,20,37,0,8,25,0,10,6,20,17,4,26,0,18,0,0,"250250923002",0.104712041884817,"4543"
"606","25","025","100200","3","1500000US250251002003","250251002003","3","BG",131967,0,"Block Group 3, Census Tract 1002, Suffolk County, Massachusetts",25,25,100200,"3",372,51,0,30,24,19,9,4,19,37,23,15,73,51,0,0,17,"250251002003",0.137096774193548,"4544"
"607","25","025","030300","1","1500000US250250303001","250250303001","1","BG",202748,234496,"Block Group 1, Census Tract 303, Suffolk County, Massachusetts",25,25,30300,"1",1070,72,45,40,14,28,56,43,0,0,24,26,85,134,111,98,294,"250250303001",0.0672897196261682,"4548"
"608","25","025","100700","5","1500000US250251007005","250251007005","5","BG",121300,0,"Block Group 5, Census Tract 1007, Suffolk County, Massachusetts",25,25,100700,"5",207,0,0,9,0,0,10,10,10,0,57,30,32,0,8,20,21,"250251007005",0,"4549"
"609","25","025","100900","4","1500000US250251009004","250251009004","4","BG",205154,39773,"Block Group 4, Census Tract 1009, Suffolk County, Massachusetts",25,25,100900,"4",276,34,15,0,0,0,34,0,0,0,62,44,74,13,0,0,0,"250251009004",0.123188405797101,"4550"
"610","25","025","110401","2","1500000US250251104012","250251104012","2","BG",308729,0,"Block Group 2, Census Tract 1104.01, Suffolk County, Massachusetts",25,25,110401,"2",672,42,0,70,63,0,45,36,37,7,96,23,75,43,58,64,13,"250251104012",0.0625,"4551"
"611","25","025","160400","2","1500000US250251604002","250251604002","2","BG",148824,0,"Block Group 2, Census Tract 1604, Suffolk County, Massachusetts",25,25,160400,"2",610,74,94,33,19,28,12,41,82,8,16,108,35,16,9,35,0,"250251604002",0.121311475409836,"4557"
"612","25","025","981600","1","1500000US250259816001","250259816001","1","BG",586981,158875,"Block Group 1, Census Tract 9816, Suffolk County, Massachusetts",25,25,981600,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250259816001",NA,"4560"
"613","25","025","000803","1","1500000US250250008031","250250008031","1","BG",980288,0,"Block Group 1, Census Tract 8.03, Suffolk County, Massachusetts",25,25,803,"1",775,163,60,25,88,30,59,0,52,20,15,100,67,30,23,6,37,"250250008031",0.210322580645161,"4562"
"614","25","025","170400","1","1500000US250251704001","250251704001","1","BG",1343647,264950,"Block Group 1, Census Tract 1704, Suffolk County, Massachusetts",25,25,170400,"1",466,48,15,29,24,12,36,11,9,12,39,72,50,51,25,27,6,"250251704001",0.103004291845494,"4568"
"615","25","025","000803","2","1500000US250250008032","250250008032","2","BG",177829,0,"Block Group 2, Census Tract 8.03, Suffolk County, Massachusetts",25,25,803,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250250008032",NA,"4569"
"616","25","025","020101","3","1500000US250250201013","250250201013","3","BG",71202,0,"Block Group 3, Census Tract 201.01, Suffolk County, Massachusetts",25,25,20101,"3",845,26,16,0,14,100,0,0,49,0,53,39,169,141,27,91,120,"250250201013",0.0307692307692308,"4585"
"617","25","025","070101","1","1500000US250250701011","250250701011","1","BG",468215,75831,"Block Group 1, Census Tract 701.01, Suffolk County, Massachusetts",25,25,70101,"1",428,50,0,0,0,0,42,0,0,0,16,41,17,24,44,36,158,"250250701011",0.116822429906542,"4593"
"618","25","025","080900","1","1500000US250250809001","250250809001","1","BG",40884,0,"Block Group 1, Census Tract 809, Suffolk County, Massachusetts",25,25,80900,"1",724,177,29,100,45,0,46,65,27,42,48,56,34,15,6,24,10,"250250809001",0.244475138121547,"4597"
"619","25","025","160502","2","1500000US250251605022","250251605022","2","BG",597302,282671,"Block Group 2, Census Tract 1605.02, Suffolk County, Massachusetts",25,25,160502,"2",485,73,21,0,0,17,89,15,0,10,32,79,55,79,15,0,0,"250251605022",0.150515463917526,"4598"
"620","25","025","990101","0","1500000US250259901010","250259901010","0","BG",0,134092056,"Block Group 0, Census Tract 9901.01, Suffolk County, Massachusetts",25,25,990101,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250259901010",NA,"4605"
"621","25","025","130300","2","1500000US250251303002","250251303002","2","BG",365075,0,"Block Group 2, Census Tract 1303, Suffolk County, Massachusetts",25,25,130300,"2",375,0,14,20,7,11,0,0,12,11,24,39,27,36,45,59,70,"250251303002",0,"4619"
"622","25","025","180301","4","1500000US250251803014","250251803014","4","BG",175091,75441,"Block Group 4, Census Tract 1803.01, Suffolk County, Massachusetts",25,25,180301,"4",258,0,0,0,8,15,0,0,0,15,9,16,92,51,8,9,35,"250251803014",0,"4631"
"623","25","025","981502","1","1500000US250259815021","250259815021","1","BG",1252199,27494,"Block Group 1, Census Tract 9815.02, Suffolk County, Massachusetts",25,25,981502,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250259815021",NA,"4632"
"624","25","025","080801","2","1500000US250250808012","250250808012","2","BG",168609,0,"Block Group 2, Census Tract 808.01, Suffolk County, Massachusetts",25,25,80801,"2",573,132,87,81,49,8,6,67,11,20,41,16,43,12,0,0,0,"250250808012",0.230366492146597,"4643"
"625","25","025","080401","1","1500000US250250804011","250250804011","1","BG",294596,0,"Block Group 1, Census Tract 804.01, Suffolk County, Massachusetts",25,25,80401,"1",475,92,65,59,17,16,17,37,0,8,45,53,24,38,0,4,0,"250250804011",0.193684210526316,"4644"
"626","25","025","092101","3","1500000US250250921013","250250921013","3","BG",497069,64101,"Block Group 3, Census Tract 921.01, Suffolk County, Massachusetts",25,25,92101,"3",200,0,14,21,0,0,22,0,0,0,49,34,15,28,0,17,0,"250250921013",0,"4647"
"627","25","025","140105","2","1500000US250251401052","250251401052","2","BG",259390,0,"Block Group 2, Census Tract 1401.05, Suffolk County, Massachusetts",25,25,140105,"2",463,22,0,8,0,15,13,0,70,0,20,48,156,32,24,10,45,"250251401052",0.0475161987041037,"4648"
"628","25","025","110103","7","1500000US250251101037","250251101037","7","BG",57182,0,"Block Group 7, Census Tract 1101.03, Suffolk County, Massachusetts",25,25,110103,"7",329,132,0,16,30,13,0,0,0,0,0,39,69,0,12,0,18,"250251101037",0.401215805471125,"4649"
"629","25","025","071201","1","1500000US250250712011","250250712011","1","BG",287323,0,"Block Group 1, Census Tract 712.01, Suffolk County, Massachusetts",25,25,71201,"1",644,38,65,33,16,5,0,0,0,47,10,62,60,64,20,74,150,"250250712011",0.0590062111801242,"4670"
"630","25","025","092400","1","1500000US250250924001","250250924001","1","BG",85542,0,"Block Group 1, Census Tract 924, Suffolk County, Massachusetts",25,25,92400,"1",216,12,41,20,0,0,0,0,23,44,41,0,35,0,0,0,0,"250250924001",0.0555555555555556,"4754"
"631","25","025","081100","2","1500000US250250811002","250250811002","2","BG",122288,0,"Block Group 2, Census Tract 811, Suffolk County, Massachusetts",25,25,81100,"2",839,158,72,32,22,19,46,18,28,54,88,76,123,40,14,35,14,"250250811002",0.188319427890346,"4782"
"632","25","025","030500","1","1500000US250250305001","250250305001","1","BG",139574,292691,"Block Group 1, Census Tract 305, Suffolk County, Massachusetts",25,25,30500,"1",370,16,0,18,0,8,0,0,0,0,0,56,8,38,24,62,140,"250250305001",0.0432432432432432,"4815"
"633","25","025","120104","3","1500000US250251201043","250251201043","3","BG",94641,0,"Block Group 3, Census Tract 1201.04, Suffolk County, Massachusetts",25,25,120104,"3",502,9,0,6,0,22,12,16,51,42,24,61,55,81,37,78,8,"250251201043",0.0179282868525896,"4816"
"634","25","025","120400","1","1500000US250251204001","250251204001","1","BG",164211,0,"Block Group 1, Census Tract 1204, Suffolk County, Massachusetts",25,25,120400,"1",459,44,74,0,0,0,14,66,0,11,16,36,52,19,24,77,26,"250251204001",0.0958605664488017,"4820"
"635","25","025","140400","3","1500000US250251404003","250251404003","3","BG",242957,12733,"Block Group 3, Census Tract 1404, Suffolk County, Massachusetts",25,25,140400,"3",365,17,19,0,0,14,92,0,55,1,0,29,42,81,0,0,15,"250251404003",0.0465753424657534,"4821"
"636","25","025","160601","2","1500000US250251606012","250251606012","2","BG",240960,0,"Block Group 2, Census Tract 1606.01, Suffolk County, Massachusetts",25,25,160601,"2",624,56,25,0,70,53,30,0,25,13,33,141,76,90,12,0,0,"250251606012",0.0897435897435897,"4822"
